tool_id,tool_name,block_id,block_name,domain,module,level,format,owner_role,description,priority,dev_phase,effort_hours,adaptability,venue_types,block_dependencies,block_state,enrichment_level,mapping_status,development_status
T165-03,Competitive Position Map,B165,Market Analysis & Positioning,D11_growth_strategy,M11: Expansion & Market Positioning,L2,template,Owner,"Visual 2x2 grid template with Price on X axis and Quality on Y axis for plotting the cafe and all competitors. Includes guidance on interpreting market gaps, crowded positions, and strategic options.",P3,Phase 3 (Week 13+),3,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B164,enriched,gold,OK,planned
T165-04,Positioning Statement Workshop Guide,B165,Market Analysis & Positioning,D11_growth_strategy,M11: Expansion & Market Positioning,L2,template,Owner,"Guided workshop format for developing the cafe's positioning statement. Includes the structured sentence format, worked examples, common pitfalls, and a testing checklist to validate the statement against customer reality.",P3,Phase 3 (Week 13+),3,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B164,enriched,gold,OK,planned
T166-02,Expansion Financial Model,B166,Expansion Readiness Assessment,D11_growth_strategy,M11: Expansion & Market Positioning,L2,template,Owner,"Comprehensive financial model covering: capital requirements, funding sources, 24-month cash flow projection for new site, impact on existing site, break-even analysis, and stress test at 60% revenue scenario. Designed for professional review.",P3,Phase 3 (Week 13+),3,high,"Independent, Specialty, Chain, Franchise, Bakery Cafe","B164, B165",enriched,gold,OK,planned
T166-03,Site Selection Criteria Template,B166,Expansion Readiness Assessment,D11_growth_strategy,M11: Expansion & Market Positioning,L2,template,Owner,"Structured evaluation framework for assessing potential expansion locations: footfall data, demographic analysis, competition density, lease terms, fit-out costs, licensing requirements, and proximity to existing operations.",P3,Phase 3 (Week 13+),3,high,"Independent, Specialty, Chain, Franchise, Bakery Cafe","B164, B165",enriched,gold,OK,planned
T167-02,Annual Planning Day Agenda,B167,Strategic Planning & Annual Review,D11_growth_strategy,M11: Expansion & Market Positioning,L2,template,Owner,"Structured full-day agenda covering: morning review session (finances, operations, team, market, honest reflections) and afternoon planning session (priority setting, target definition, calendar planning, risk identification). Includes timing and facilitation guidance.",P3,Phase 3 (Week 13+),3,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B164,enriched,gold,OK,planned
T167-03,Annual Plan Summary Template,B167,Strategic Planning & Annual Review,D11_growth_strategy,M11: Expansion & Market Positioning,L2,template,Owner,"2-3 page document template capturing: strategic priorities with measurable targets, quarterly milestones, financial targets, top risks with mitigations, and key dates. Designed for clarity and actionability, not length.",P3,Phase 3 (Week 13+),3,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B164,enriched,gold,OK,planned
T167-05,Strategic Priority Tracker,B167,Strategic Planning & Annual Review,D11_growth_strategy,M11: Expansion & Market Positioning,L2,tracker,Owner,"Simple tracking sheet for each strategic priority showing: priority description, measurable target, quarterly milestones, current status (on track/at risk/behind), actions required, and responsible owner. Updated monthly and reviewed quarterly.",P3,Phase 3 (Week 13+),4,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B164,enriched,gold,OK,planned
T168-03,Catering Enquiry and Quotation Template,B168,Catering & Events Revenue,D11_growth_strategy,M11: Expansion & Market Positioning,L2,template,Manager,"Combined enquiry capture form (date, guests, dietary requirements, budget, location) and quotation template with itemised pricing, delivery charges, terms and conditions, and confirmation instructions.",P3,Phase 3 (Week 13+),3,high,"Independent, Specialty, Chain, Franchise, Bakery Cafe",B164,enriched,gold,OK,planned
T168-04,Catering Operations Checklist,B168,Catering & Events Revenue,D11_growth_strategy,M11: Expansion & Market Positioning,L2,checklist,Manager,"Step-by-step operational checklist for each catering order: ingredient ordering, production scheduling, preparation, quality check, packaging, labelling, delivery logistics, client handover, and post-delivery follow-up.",P3,Phase 3 (Week 13+),2,high,"Independent, Specialty, Chain, Franchise, Bakery Cafe",B164,enriched,gold,OK,planned
T169-02,Retail Pricing Model,B169,Retail Coffee & Merchandise,D11_growth_strategy,M11: Expansion & Market Positioning,L2,template,Owner,"Spreadsheet model for pricing each retail product: ingredient or product cost, packaging cost, labour allocation, display space cost, wastage allowance, target margin, and competitive benchmark price. Ensures all retail items are profitably priced.",P3,Phase 3 (Week 13+),3,high,"Independent, Specialty, Chain, Franchise, Bakery Cafe",B164,enriched,gold,OK,planned
T169-03,Visual Merchandising Guide,B169,Retail Coffee & Merchandise,D11_growth_strategy,M11: Expansion & Market Positioning,L2,SOP,Manager,"Guide defining retail display standards: product placement, signage requirements, lighting, stock rotation rules, seasonal refresh schedule, and photography standards for social media promotion.",P3,Phase 3 (Week 13+),5,medium,"Independent, Specialty, Chain, Franchise, Bakery Cafe",B164,enriched,gold,OK,planned
T169-04,Retail Inventory Tracker,B169,Retail Coffee & Merchandise,D11_growth_strategy,M11: Expansion & Market Positioning,L2,tracker,Manager,"Stock tracking spreadsheet for all retail products: current stock level, reorder point, reorder quantity, supplier lead time, roast date tracking (for coffee), and sell-through rate. Prevents stockouts and staleness.",P3,Phase 3 (Week 13+),4,high,"Independent, Specialty, Chain, Franchise, Bakery Cafe",B164,enriched,gold,OK,planned
T170-02,Evening Pilot Programme Plan,B170,Evening Trade Development,D11_growth_strategy,M11: Expansion & Market Positioning,L2,template,Owner,"Complete pilot plan covering: chosen evenings, proposition definition, menu, staffing plan, ambiance changes, break-even calculation, marketing approach, success metrics, and evaluation timeline. Designed for 4-8 week structured testing.",P3,Phase 3 (Week 13+),3,high,"Independent, Specialty, Chain, Bakery Cafe",B164,enriched,gold,OK,planned
T170-03,Evening Break-Even Calculator,B170,Evening Trade Development,D11_growth_strategy,M11: Expansion & Market Positioning,L2,template,Owner,"Spreadsheet calculating the minimum evening revenue needed to cover additional costs: staff wages, food cost of goods sold, additional utilities, licensing fees, and other marginal costs. Produces a per-evening break-even target.",P3,Phase 3 (Week 13+),3,high,"Independent, Specialty, Chain, Bakery Cafe",B164,enriched,gold,OK,planned
T171-02,Subscription Programme Design Template,B171,Subscription & Membership Model,D11_growth_strategy,M11: Expansion & Market Positioning,L2,template,Owner,"Comprehensive design document covering: pricing rationale, drink inclusions and exclusions, redemption limits, payment method, member identification, terms and conditions, cancellation and pause policy, and staff procedures.",P3,Phase 3 (Week 13+),3,high,"Independent, Specialty, Chain, Franchise, Bakery Cafe","B164, B159",enriched,gold,OK,planned
T171-03,Founding Members Pilot Plan,B171,Subscription & Membership Model,D11_growth_strategy,M11: Expansion & Market Positioning,L2,template,Owner,"Pilot plan for testing the subscription model with 20-30 early adopters: recruitment approach, promotional pricing, feedback collection schedule, success metrics, evaluation criteria, and decision framework for wider launch.",P3,Phase 3 (Week 13+),3,high,"Independent, Specialty, Chain, Franchise, Bakery Cafe","B164, B159",enriched,gold,OK,planned
T171-04,Member Communication Calendar,B171,Subscription & Membership Model,D11_growth_strategy,M11: Expansion & Market Positioning,L2,template,Manager,"Monthly communication plan for subscribers: welcome sequence, usage summaries, exclusive offers, event invitations, feedback requests, and renewal reminders. Designed to build community and reduce churn.",P3,Phase 3 (Week 13+),3,high,"Independent, Specialty, Chain, Franchise, Bakery Cafe","B164, B159",enriched,gold,OK,planned
T187-02,Mystery Shopper Brief Template,B187,Brand Consistency Audit & Mystery Shopper,D11_growth_strategy,M15: Multi-Site & Chain Management,L2,template,Operations Director,"Detailed brief for mystery shoppers defining the visit scenario, items to order, observations to make, service interactions to assess, and scoring methodology.",P3,Phase 3 (Week 13+),3,medium,"Chain, Franchise",B188,enriched,gold,OK,planned
T187-03,Mystery Shopper Report Template,B187,Brand Consistency Audit & Mystery Shopper,D11_growth_strategy,M15: Multi-Site & Chain Management,L2,template,Area Manager,"Structured report template for mystery shop visits covering all brand standard categories, individual scores, narrative commentary, and photographic evidence where appropriate.",P3,Phase 3 (Week 13+),3,medium,"Chain, Franchise",B188,enriched,gold,OK,planned
T187-04,Remediation Action Plan Template,B187,Brand Consistency Audit & Mystery Shopper,D11_growth_strategy,M15: Multi-Site & Chain Management,L2,template,Site Manager,"Template for documenting corrective actions when a site falls below brand standards: issues identified, root causes, actions to take, responsible persons, and deadlines for resolution.",P3,Phase 3 (Week 13+),3,medium,"Chain, Franchise",B188,enriched,gold,OK,planned
T188-02,SOP Compliance Monitoring Checklist,B188,SOP Library & Compliance Monitoring,D11_growth_strategy,M15: Multi-Site & Chain Management,L2,checklist,Area Manager,"Checklist for area managers to verify SOP adherence during site visits, covering key procedures with pass/fail scoring and space for corrective action notes.",P3,Phase 3 (Week 13+),2,medium,"Chain, Franchise",B187,enriched,gold,OK,planned
T188-03,SOP Change Request Form,B188,SOP Library & Compliance Monitoring,D11_growth_strategy,M15: Multi-Site & Chain Management,L2,template,Site Manager,"Form for any team member to propose SOP changes: current procedure, proposed change, rationale, and expected impact. Routed through approval workflow before implementation.",P3,Phase 3 (Week 13+),3,medium,"Chain, Franchise",B187,enriched,gold,OK,planned
T188-04,SOP Library Index,B188,SOP Library & Compliance Monitoring,D11_growth_strategy,M15: Multi-Site & Chain Management,L2,tracker,Operations Director,"Master index of all SOPs in the library with title, category, version number, last review date, next review date, owner, and status. The single reference point for the entire SOP estate.",P3,Phase 3 (Week 13+),4,medium,"Chain, Franchise",B187,enriched,gold,OK,planned
T189-03,Variance Investigation Report Template,B189,Cross-Site Financial Benchmarking,D11_growth_strategy,M15: Multi-Site & Chain Management,L2,template,Area Manager,"Template for investigating and reporting on significant financial variances at individual sites: metric affected, size of variance, root cause analysis, and recommended actions.",P3,Phase 3 (Week 13+),3,medium,"Chain, Franchise",B122,enriched,gold,OK,planned
T189-04,Quarterly Financial Trend Report,B189,Cross-Site Financial Benchmarking,D11_growth_strategy,M15: Multi-Site & Chain Management,L2,template,Finance Director,"Quarterly report showing rolling trends across all benchmarks, seasonal adjustments, and commentary on structural changes affecting performance.",P3,Phase 3 (Week 13+),3,medium,"Chain, Franchise",B122,enriched,gold,OK,planned
T190-02,Phase Checklists,B190,New Site Opening Playbook,D11_growth_strategy,M15: Multi-Site & Chain Management,L2,checklist,Project Lead,"Detailed checklists for each opening phase covering every task, responsible person, due date, and completion status. Ensures nothing is missed during the opening process.",P3,Phase 3 (Week 13+),2,medium,"Chain, Franchise",B166,enriched,gold,OK,planned
T190-03,Pre-Opening Compliance Checklist,B190,New Site Opening Playbook,D11_growth_strategy,M15: Multi-Site & Chain Management,L2,checklist,Operations Director,"Comprehensive compliance checklist covering all regulatory requirements that must be met before opening day: food registration, fire safety, H&S, licensing, insurance, and certificates.",P3,Phase 3 (Week 13+),2,medium,"Chain, Franchise",B166,enriched,gold,OK,planned
T191-02,Site Visit Report Template,B191,Area Manager Framework,D11_growth_strategy,M15: Multi-Site & Chain Management,L2,template,Area Manager,"Structured report template completed after every site visit covering: walk-through observations, team conversations, data review findings, actions agreed, and follow-up deadlines.",P3,Phase 3 (Week 13+),3,medium,"Chain, Franchise","B187, B189",enriched,gold,OK,planned
T191-03,Area Manager KPI Dashboard,B191,Area Manager Framework,D11_growth_strategy,M15: Multi-Site & Chain Management,L2,dashboard,Operations Director,"Monthly dashboard showing each area manager's performance across all KPIs: brand audit scores, financial performance, staff metrics, compliance rates, and customer satisfaction.",P3,Phase 3 (Week 13+),6,medium,"Chain, Franchise","B187, B189",enriched,gold,OK,planned
T191-04,Area Manager Induction Checklist,B191,Area Manager Framework,D11_growth_strategy,M15: Multi-Site & Chain Management,L2,checklist,Operations Director,"Structured induction checklist for new area managers covering brand standards, SOP library, financial systems, people management processes, compliance requirements, and key contacts.",P3,Phase 3 (Week 13+),2,medium,"Chain, Franchise","B187, B189",enriched,gold,OK,planned
T192-02,Franchise Non-Compliance Response Template,B192,Franchise Compliance Audit,D11_growth_strategy,M15: Multi-Site & Chain Management,L2,template,Franchise Director,"Template for documenting non-compliance findings, assigned tier level, required corrective actions, deadlines, and escalation pathway if issues are not resolved.",P3,Phase 3 (Week 13+),3,medium,"Chain, Franchise","B187, B188",enriched,gold,OK,planned
T192-03,Franchise Performance Dashboard,B192,Franchise Compliance Audit,D11_growth_strategy,M15: Multi-Site & Chain Management,L2,dashboard,Franchise Director,"Dashboard tracking compliance scores, financial performance, customer metrics, and trend data across all franchise locations.",P3,Phase 3 (Week 13+),6,medium,"Chain, Franchise","B187, B188",enriched,gold,OK,planned
T192-04,Franchisee Support Plan Template,B192,Franchise Compliance Audit,D11_growth_strategy,M15: Multi-Site & Chain Management,L2,template,Area Manager,"Structured support plan for franchisees who need additional assistance: areas of concern, support actions (training, mentoring, operational assistance), milestones, and review dates.",P3,Phase 3 (Week 13+),3,medium,"Chain, Franchise","B187, B188",enriched,gold,OK,planned
T193-02,Approved Supplier List,B193,Central Procurement Framework,D11_growth_strategy,M15: Multi-Site & Chain Management,L2,tracker,Procurement Lead,"Master list of approved suppliers with approval status, product categories, pricing, terms, food safety accreditation, and review dates.",P3,Phase 3 (Week 13+),4,medium,"Chain, Franchise","B104, B107",enriched,gold,OK,planned
T193-03,Supplier Performance Scorecard,B193,Central Procurement Framework,D11_growth_strategy,M15: Multi-Site & Chain Management,L2,checklist,Procurement Lead,"Quarterly scorecard assessing each key supplier on price competitiveness, product quality, delivery reliability, invoice accuracy, and responsiveness.",P3,Phase 3 (Week 13+),2,medium,"Chain, Franchise","B104, B107",enriched,gold,OK,planned
T193-04,Procurement Cost Dashboard,B193,Central Procurement Framework,D11_growth_strategy,M15: Multi-Site & Chain Management,L2,dashboard,Finance Director,"Dashboard tracking total procurement spend by category, price trends, savings versus pre-consolidation baseline, and cost as percentage of revenue across all sites.",P3,Phase 3 (Week 13+),6,medium,"Chain, Franchise","B104, B107",enriched,gold,OK,planned
T194-03,Best Practice Library Index,B194,Cross-Site Best Practice Network,D11_growth_strategy,M15: Multi-Site & Chain Management,L2,tracker,Operations Director,"Master index of all validated best practices organised by topic, with status (submitted/validated/adopted), originating site, adoption rate, and measured impact.",P3,Phase 3 (Week 13+),4,medium,"Chain, Franchise","B187, B191",enriched,gold,OK,planned
T194-04,Best Practice Forum Agenda Template,B194,Cross-Site Best Practice Network,D11_growth_strategy,M15: Multi-Site & Chain Management,L2,template,Area Manager,"Structured agenda for quarterly best practice forums: featured practices, implementation updates, challenge discussions, and action planning.",P3,Phase 3 (Week 13+),3,medium,"Chain, Franchise","B187, B191",enriched,gold,OK,planned
T207-03,Succession Planning Document,B207,Succession Planning,D11_growth_strategy,M11: Expansion & Market Positioning,L2,template,Owner,"Formal succession strategy document covering preferred transition route, successor identification, development milestones, financial preparation, timeline, and annual review schedule.",P3,Phase 3 (Week 13+),3,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B164,enriched,gold,OK,planned
T208-02,Pop-Up Planning Checklist,B208,Pop-Up & Market Operations,D11_growth_strategy,M11: Expansion & Market Positioning,L2,checklist,Manager,"End-to-end checklist covering opportunity assessment, pre-event preparation (equipment, stock, staff, transport), event-day setup and operations workflow, teardown, and post-event review triggers.",P3,Phase 3 (Week 13+),2,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B164, B168",enriched,gold,OK,planned
T208-03,Pop-Up Operations Kit Inventory,B208,Pop-Up & Market Operations,D11_growth_strategy,M11: Expansion & Market Positioning,L2,checklist,Manager,"Complete inventory of portable equipment, supplies, and branding materials stored in the pop-up kit, with condition checks, replacement triggers, and pre-event verification checklist.",P3,Phase 3 (Week 13+),2,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B164, B168",enriched,gold,OK,planned
T208-04,Pop-Up Financial Log,B208,Pop-Up & Market Operations,D11_growth_strategy,M11: Expansion & Market Positioning,L2,tracker,Owner,"Per-event financial tracker: pitch fee, staff cost, product cost, transport, revenue, profit or loss, drinks served, and revenue-per-hour. Aggregated annually to assess overall pop-up programme profitability.",P3,Phase 3 (Week 13+),4,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B164, B168",enriched,gold,OK,planned
T208-05,Post-Event Review Template,B208,Pop-Up & Market Operations,D11_growth_strategy,M11: Expansion & Market Positioning,L2,template,Manager,"Structured review completed within 48 hours of each event: financial performance, operational lessons, customer feedback, equipment issues, and decision on whether to repeat the event.",P3,Phase 3 (Week 13+),3,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B164, B168",enriched,gold,OK,planned
T210-02,Competitor Visit Scorecard,B210,Industry Benchmarking,D11_growth_strategy,M11: Expansion & Market Positioning,L2,scorecard,Owner,"Structured assessment form for evaluating competitor and aspirational cafes: exterior, interior, menu, coffee quality, food, service, cleanliness, digital presence, and innovation, with numerical scoring and comparison notes.",P3,Phase 3 (Week 13+),4,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B164, B165",enriched,gold,OK,planned
T210-03,Competitive Intelligence Database,B210,Industry Benchmarking,D11_growth_strategy,M11: Expansion & Market Positioning,L2,tracker,Manager,"Ongoing database of competitor information: pricing by product category, menu changes, marketing campaigns, renovations, online review trends, and notable innovations. Updated quarterly with dated entries.",P3,Phase 3 (Week 13+),4,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B164, B165",enriched,gold,OK,planned
T164-05,Quarterly Strategic Review Agenda,B164,Business Plan & Strategy,D11_growth_strategy,M11: Expansion & Market Positioning,L3,template,Owner,"Structured agenda for quarterly strategic reviews covering: performance versus targets, milestone achievement, financial variance analysis, risk register updates, market changes, and priority setting for the next quarter.",P3,Phase 3 (Week 13+),3,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B165,enriched,gold,OK,planned
T165-05,Annual Customer Survey Template,B165,Market Analysis & Positioning,D11_growth_strategy,M11: Expansion & Market Positioning,L3,template,Manager,"Simple 5-question customer survey designed for cafe environments: what brings you here, how often do you visit, what do you value most, what could we improve, would you recommend us. Includes distribution guidance and results analysis framework.",P3,Phase 3 (Week 13+),3,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B164,enriched,gold,OK,planned
T166-04,Pre-Expansion Milestone Checklist,B166,Expansion Readiness Assessment,D11_growth_strategy,M11: Expansion & Market Positioning,L3,checklist,Owner,"Sequential checklist of milestones that must be completed before committing to expansion: operations manual, management readiness, financial approval, legal review, planning permissions, funding secured, and contingency confirmed.",P3,Phase 3 (Week 13+),2,high,"Independent, Specialty, Chain, Franchise, Bakery Cafe","B164, B165",enriched,gold,OK,planned
T166-05,Post-Opening Monitoring Dashboard,B166,Expansion Readiness Assessment,D11_growth_strategy,M11: Expansion & Market Positioning,L3,dashboard,Owner,"Weekly KPI tracker for the new site covering: revenue versus projection, customer count, average transaction value, staff costs, cash flow, and comparison of existing site performance. Includes escalation triggers and decision points.",P3,Phase 3 (Week 13+),6,medium,"Independent, Specialty, Chain, Franchise, Bakery Cafe","B164, B165",enriched,gold,OK,planned
T167-04,Quarterly Check-In Agenda,B167,Strategic Planning & Annual Review,D11_growth_strategy,M11: Expansion & Market Positioning,L3,template,Owner,"90-minute structured agenda for quarterly progress reviews: priority-by-priority milestone review, celebration of progress, blocker diagnosis, corrective actions, and next quarter priorities. Keeps strategic thinking alive between annual planning events.",P3,Phase 3 (Week 13+),3,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B164,enriched,gold,OK,planned
T168-05,Catering Performance Dashboard,B168,Catering & Events Revenue,D11_growth_strategy,M11: Expansion & Market Positioning,L3,dashboard,Owner,"Monthly tracking of catering metrics: total revenue, order count, average order value, food cost percentage, delivery costs, net profit margin, repeat customer rate, and pipeline of upcoming orders.",P3,Phase 3 (Week 13+),6,medium,"Independent, Specialty, Chain, Franchise, Bakery Cafe",B164,enriched,gold,OK,planned
T169-05,Monthly Retail Performance Report,B169,Retail Coffee & Merchandise,D11_growth_strategy,M11: Expansion & Market Positioning,L3,dashboard,Owner,"Monthly report tracking: total retail revenue, retail as percentage of total revenue, units sold by product, gross margin by product, retail attachment rate, and seasonal comparison. Informs range decisions and identifies top performers.",P3,Phase 3 (Week 13+),6,medium,"Independent, Specialty, Chain, Franchise, Bakery Cafe",B164,enriched,gold,OK,planned
T170-04,Pilot Evaluation Scorecard,B170,Evening Trade Development,D11_growth_strategy,M11: Expansion & Market Positioning,L3,checklist,Owner,"Post-pilot evaluation covering: revenue versus break-even, customer count trend, average spend, customer feedback summary, staff impact assessment, operational challenges, and clear go/no-go recommendation with conditions.",P3,Phase 3 (Week 13+),2,high,"Independent, Specialty, Chain, Bakery Cafe",B164,enriched,gold,OK,planned
T170-05,Evening Events Calendar Template,B170,Evening Trade Development,D11_growth_strategy,M11: Expansion & Market Positioning,L3,template,Manager,"Monthly event planning template for evening programming: recurring events, special events, required resources, marketing timeline, booking management, and revenue targets per event type.",P3,Phase 3 (Week 13+),3,high,"Independent, Specialty, Chain, Bakery Cafe",B164,enriched,gold,OK,planned
T171-05,Subscription Performance Dashboard,B171,Subscription & Membership Model,D11_growth_strategy,M11: Expansion & Market Positioning,L3,dashboard,Owner,"Monthly dashboard tracking: active subscribers, MRR, average redemptions, food attachment rate, churn rate, new subscriber acquisition, subscriber LTV, and comparison to non-subscriber customer value.",P3,Phase 3 (Week 13+),6,medium,"Independent, Specialty, Chain, Franchise, Bakery Cafe","B164, B159",enriched,gold,OK,planned
T187-05,Quarterly Brand Consistency Report,B187,Brand Consistency Audit & Mystery Shopper,D11_growth_strategy,M15: Multi-Site & Chain Management,L3,dashboard,Operations Director,"Quarterly dashboard showing brand audit and mystery shop scores across all locations, trend analysis, best and worst performers, and actions arising.",P3,Phase 3 (Week 13+),6,medium,"Chain, Franchise",B188,enriched,gold,OK,planned
T188-05,Quarterly SOP Review Report,B188,SOP Library & Compliance Monitoring,D11_growth_strategy,M15: Multi-Site & Chain Management,L3,template,Operations Director,"Quarterly report summarising SOP compliance rates across locations, changes made, new SOPs issued, and upcoming reviews. Used in operations leadership meetings.",P3,Phase 3 (Week 13+),3,medium,"Chain, Franchise",B187,enriched,gold,OK,planned
T189-05,Annual Benchmarking Review Template,B189,Cross-Site Financial Benchmarking,D11_growth_strategy,M15: Multi-Site & Chain Management,L3,template,CEO,"Annual strategic review of cross-site financial performance including external benchmarking, investment recommendations, and target-setting for the coming year.",P3,Phase 3 (Week 13+),3,medium,"Chain, Franchise",B122,enriched,gold,OK,planned
T190-05,Post-Opening Lessons Learned Template,B190,New Site Opening Playbook,D11_growth_strategy,M15: Multi-Site & Chain Management,L3,template,Operations Director,"Structured template for the 30-day post-opening review: what went well, what went badly, what to change, timeline adherence, budget variance, and recommended playbook updates.",P3,Phase 3 (Week 13+),3,medium,"Chain, Franchise",B166,enriched,gold,OK,planned
T191-05,360-Degree Feedback Template,B191,Area Manager Framework,D11_growth_strategy,M15: Multi-Site & Chain Management,L3,template,Operations Director,"Annual 360-degree feedback form collecting structured input from site managers, peers, central team, and the operations director on the area manager's performance across key competencies.",P3,Phase 3 (Week 13+),3,medium,"Chain, Franchise","B187, B189",enriched,gold,OK,planned
T192-05,Annual Franchise Relationship Review Template,B192,Franchise Compliance Audit,D11_growth_strategy,M15: Multi-Site & Chain Management,L3,template,Franchise Director,"Annual review template combining compliance data, financial performance, customer metrics, and franchisee satisfaction into a comprehensive relationship assessment.",P3,Phase 3 (Week 13+),3,medium,"Chain, Franchise","B187, B188",enriched,gold,OK,planned
T193-05,Central Supply Agreement Template,B193,Central Procurement Framework,D11_growth_strategy,M15: Multi-Site & Chain Management,L3,template,Finance Director,"Template for negotiating and documenting central supply agreements: volumes, pricing tiers, payment terms, delivery schedule, quality standards, and termination clauses.",P3,Phase 3 (Week 13+),3,medium,"Chain, Franchise","B104, B107",enriched,gold,OK,planned
T194-05,Best Practice Impact Tracker,B194,Cross-Site Best Practice Network,D11_growth_strategy,M15: Multi-Site & Chain Management,L3,dashboard,Operations Director,"Dashboard tracking the operational and financial impact of adopted best practices across the network: practices adopted, sites implementing, measured improvements, and estimated value created.",P3,Phase 3 (Week 13+),6,medium,"Chain, Franchise","B187, B191",enriched,gold,OK,planned
T207-04,Successor Development Tracker,B207,Succession Planning,D11_growth_strategy,M11: Expansion & Market Positioning,L3,tracker,Owner,"Milestone tracker for the successor's development journey: skills acquired, responsibilities delegated, independent operation periods completed, and readiness assessment at 6, 12, and 18-month intervals.",P3,Phase 3 (Week 13+),4,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B164,enriched,gold,OK,planned
T207-05,Business Sale Readiness Checklist,B207,Succession Planning,D11_growth_strategy,M11: Expansion & Market Positioning,L3,checklist,Owner,"Preparation checklist for owners pursuing external sale: financial records clean-up, lease review, asset inventory, business structure optimisation, valuation preparation, and broker engagement steps.",P3,Phase 3 (Week 13+),2,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B164,enriched,gold,OK,planned
T210-04,Quarterly Benchmarking Report Template,B210,Industry Benchmarking,D11_growth_strategy,M11: Expansion & Market Positioning,L3,template,Owner,"Report template synthesising financial performance vs. benchmarks, competitor landscape changes, aspirational visit insights, industry trend observations, and recommended strategic actions for the next quarter.",P3,Phase 3 (Week 13+),3,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B164, B165",enriched,gold,OK,planned
T210-05,Mystery Shopper Comparison Checklist,B210,Industry Benchmarking,D11_growth_strategy,M11: Expansion & Market Positioning,L3,checklist,Owner,"Assessment checklist used by mystery shoppers to evaluate the cafe alongside its top 3 competitors on identical criteria: approach, greeting, order process, wait time, product quality, ambience, cleanliness, and overall impression.",P3,Phase 3 (Week 13+),2,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B164, B165",enriched,gold,OK,planned
T172-02,Values Charter Template,B172,Cafe Values Definition,D12_culture_identity,M12: Values Identity & Community,L2,template,Owner,"Single-page visual template listing 3-5 core values with a one-sentence meaning and 3-5 specific behavioural examples for each. Designed for wall display in the staff area with professional, on-brand presentation.",P3,Phase 3 (Week 13+),3,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B173,enriched,gold,OK,planned
T172-03,Values-Based Interview Guide,B172,Cafe Values Definition,D12_culture_identity,M12: Values Identity & Community,L2,template,Manager,"Interview question bank with 2-3 behavioural questions per core value. Each question includes: the question text, what a strong answer sounds like, what a weak answer sounds like, and scoring guidance for consistent evaluation.",P3,Phase 3 (Week 13+),3,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B173,enriched,gold,OK,planned
T172-04,Team Values Workshop Pack,B172,Cafe Values Definition,D12_culture_identity,M12: Values Identity & Community,L2,template,Owner,"Workshop facilitation guide for a 45-60 minute team session introducing the cafe's values. Includes: agenda, discussion prompts, activity for generating team-specific behavioural examples, and collective commitment exercise.",P3,Phase 3 (Week 13+),3,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B173,enriched,gold,OK,planned
T173-02,Handbook Acknowledgement Sign-off Sheet,B173,Staff Handbook & Policies,D12_culture_identity,M12: Values Identity & Community,L2,checklist,Manager,"One-page sign-off form for each team member confirming receipt, reading, and understanding of the staff handbook. Includes date, printed name, signature, and a space for any questions raised.",P3,Phase 3 (Week 13+),2,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B172,enriched,gold,OK,planned
